GEO_ID,B03002_E001,B03002_M001,B03002_E002,B03002_M002,B03002_E003,B03002_M003,B03002_E004,B03002_M004,B03002_E005,B03002_M005,B03002_E006,B03002_M006,B03002_E007,B03002_M007,B03002_E008,B03002_M008,B03002_E009,B03002_M009,B03002_E010,B03002_M010,B03002_E011,B03002_M011,B03002_E012,B03002_M012,B03002_E013,B03002_M013,B03002_E014,B03002_M014,B03002_E015,B03002_M015,B03002_E016,B03002_M016,B03002_E017,B03002_M017,B03002_E018,B03002_M018,B03002_E019,B03002_M019,B03002_E020,B03002_M020,B03002_E021,B03002_M021
1400000US06037275400,4336,936,3768,840,2445,752,122,88,0,14,811,310,0,14,0,14,390,354,0,14,390,354,568,303,35,53,162,272,0,14,0,14,0,14,284,88,87,108,87,108,0,14
1400000US06037275500,5086,899,1801,326,840,215,238,235,0,19,407,194,12,20,0,19,304,170,78,79,226,139,3285,889,417,272,0,19,63,73,14,17,0,19,1562,849,1229,486,1088,471,141,167
1400000US06037275603,2759,444,1965,375,1051,340,67,63,0,14,736,301,0,14,0,14,111,74,15,25,96,69,794,317,232,148,0,14,0,14,0,14,0,14,237,142,325,226,286,206,39,73
1400000US06037275604,9869,1161,8726,1114,5318,1043,613,526,0,19,1826,485,0,19,0,19,969,522,0,19,969,522,1143,491,145,129,0,19,0,19,0,19,0,19,498,321,500,318,500,318,0,19
1400000US06037275605,2915,382,2500,408,1190,384,509,214,0,14,625,232,0,14,37,49,139,85,0,14,139,85,415,199,157,113,0,14,0,14,0,14,0,14,101,116,157,125,134,108,23,34
1400000US06037276000,6626,692,5473,639,3674,532,110,101,0,19,1350,377,0,19,0,19,339,184,76,84,263,170,1153,310,111,105,15,24,0,19,0,19,42,63,127,96,858,300,698,343,160,168
1400000US06037276101,3441,588,2880,570,1181,464,611,316,0,14,639,312,0,14,20,31,429,276,96,107,333,196,561,224,112,90,48,77,0,14,49,83,0,14,125,145,227,123,179,119,48,57
1400000US06037276102,3429,573,2552,497,579,230,1365,386,0,14,232,186,0,14,20,34,356,237,14,21,342,239,877,269,39,72,0,14,0,14,0,14,0,14,182,169,656,264,444,216,212,174
1400000US06037276400,4233,570,3818,518,3029,510,236,198,0,14,393,180,19,29,0,14,141,79,0,14,141,79,415,217,44,51,0,14,0,14,0,14,0,14,34,32,337,210,337,210,0,14
1400000US06037276500,5464,243,4312,296,2553,276,312,120,11,23,993,209,0,19,10,19,433,126,68,48,365,120,1152,223,284,117,15,22,38,50,23,27,0,19,254,126,538,138,447,111,91,58
1400000US06037276601,4055,476,3343,450,2487,419,153,100,33,38,301,94,0,14,9,14,360,153,89,71,271,138,712,339,51,39,0,14,0,14,35,36,0,14,114,165,512,284,416,229,96,92
1400000US06037276605,2452,856,2214,868,1831,887,186,128,0,14,139,74,11,19,0,14,47,46,0,14,47,46,238,140,64,77,0,14,0,14,0,14,0,14,110,83,64,52,64,52,0,14
1400000US06037276606,3310,243,2238,225,1570,230,90,84,0,14,426,143,0,14,1,2,151,95,35,54,116,76,1072,236,186,96,0,14,0,14,306,5,0,14,244,134,336,159,169,109,167,148
1400000US06037276607,2709,425,2407,410,1233,253,287,279,0,14,534,219,0,14,17,28,336,283,0,14,336,283,302,137,39,37,0,14,11,17,8,13,0,14,118,70,126,89,114,82,12,19
1400000US06037276608,1819,334,1630,334,1121,280,85,115,0,14,314,213,22,34,0,14,88,79,0,14,88,79,189,107,70,56,0,14,16,27,8,13,0,14,14,18,81,74,63,68,18,29
1400000US06037277000,5711,1104,4496,488,3386,530,258,297,0,19,559,199,26,42,0,19,267,121,33,49,234,115,1215,918,240,167,0,19,0,19,0,19,0,19,184,186,791,873,778,874,13,21
1400000US06037277100,3179,659,2672,644,1444,348,38,41,54,65,775,534,53,80,84,84,224,96,94,76,130,64,507,149,34,34,0,14,5,10,13,20,0,14,152,88,303,151,129,76,174,112
1400000US06037277200,1893,375,1325,269,469,258,339,158,24,32,374,212,0,14,0,14,119,66,47,45,72,53,568,226,6,10,0,14,14,21,0,14,0,14,353,215,195,128,191,130,4,10
1400000US06037277400,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US06037278001,2572,396,1579,337,923,277,167,114,0,14,323,132,0,14,7,14,159,87,25,38,134,76,993,272,137,113,0,14,174,160,0,14,0,14,419,319,263,166,247,157,16,26
1400000US06037278102,2917,354,2643,329,2048,339,118,100,0,14,288,139,0,14,0,14,189,130,11,16,178,129,274,104,142,94,0,14,0,14,0,14,0,14,37,29,95,75,83,63,12,23
1400000US06037291110,3749,705,1910,368,62,29,1758,377,0,14,12,23,0,14,32,50,46,69,0,14,46,69,1839,692,10,18,0,14,0,14,13,25,6,14,470,380,1340,580,1340,580,0,14
1400000US06037291120,2063,376,693,188,59,52,507,181,0,14,106,71,0,14,8,12,13,18,7,16,6,9,1370,369,247,191,7,13,34,55,0,14,0,14,722,371,360,141,360,141,0,14
1400000US06037291130,3412,509,1587,434,216,103,384,128,0,14,757,274,0,14,44,72,186,132,0,14,186,132,1825,451,327,255,0,14,35,28,0,14,0,14,733,305,730,287,718,287,12,20
1400000US06037291210,4785,710,2625,730,449,224,1218,636,0,14,834,260,0,14,48,75,76,66,59,61,17,27,2160,486,237,175,0,14,11,21,0,14,0,14,923,426,989,492,903,485,86,109
1400000US06037291220,2988,459,1337,338,267,185,248,154,0,14,754,231,0,14,0,14,68,68,0,14,68,68,1651,456,82,104,0,14,49,73,0,14,0,14,710,348,810,406,810,406,0,14
1400000US06037291300,3065,384,2139,446,266,130,196,157,0,14,1382,351,0,14,0,14,295,192,21,34,274,190,926,382,159,155,0,14,39,64,16,25,0,14,388,311,324,144,281,141,43,48
1400000US06037292001,4522,658,2121,521,203,113,792,445,0,14,1051,416,0,14,0,14,75,72,0,14,75,72,2401,506,210,295,0,14,0,14,0,14,0,14,1518,480,673,278,673,278,0,14
1400000US06037292002,1882,452,1016,186,391,172,129,86,0,14,383,90,0,14,43,69,70,40,8,13,62,39,866,340,0,14,0,14,8,12,0,14,0,14,333,131,525,300,411,248,114,142
1400000US06037293203,2996,430,1444,391,400,323,172,161,0,14,820,237,0,14,0,14,52,72,0,14,52,72,1552,384,56,86,0,14,0,14,0,14,0,14,1278,338,218,196,209,197,9,15
1400000US06037293204,4230,1528,1624,550,379,267,352,209,0,14,879,476,0,14,0,14,14,22,0,14,14,22,2606,1411,195,273,0,14,0,14,0,14,0,14,998,507,1413,1438,1413,1438,0,14
1400000US06037293205,3515,664,1221,300,374,228,222,184,0,14,588,175,0,14,0,14,37,47,30,45,7,11,2294,580,325,270,0,14,39,62,12,21,0,14,1684,463,234,187,234,187,0,14
1400000US06037293206,2463,356,1232,383,252,137,426,351,0,14,443,198,29,50,68,65,14,15,8,12,6,9,1231,315,128,134,0,14,8,15,97,155,0,14,871,311,127,98,113,95,14,22
1400000US06037293301,2598,189,2031,253,475,152,108,67,14,20,1319,275,0,14,9,14,106,58,0,14,106,58,567,185,39,40,0,14,0,14,0,14,6,9,370,198,152,109,96,65,56,61
1400000US06037293302,4864,863,2418,295,441,165,403,221,0,14,1255,230,0,14,102,125,217,157,0,14,217,157,2446,824,641,413,0,14,2,3,30,41,0,14,671,412,1102,688,966,670,136,112
1400000US06037293304,4594,741,1685,479,738,451,271,136,0,14,540,204,0,14,0,14,136,147,130,146,6,9,2909,483,453,259,0,14,38,36,9,14,0,14,879,354,1530,456,1338,365,192,175
1400000US06037293306,2420,366,1566,341,753,156,148,103,0,14,579,277,0,14,0,14,86,53,0,14,86,53,854,246,290,196,26,33,0,14,0,14,0,14,264,135,274,157,274,157,0,14
1400000US06037293307,3033,819,919,278,303,172,224,169,0,14,357,166,0,14,0,14,35,25,0,14,35,25,2114,801,931,746,0,14,7,12,0,14,0,14,564,320,612,314,602,315,10,15
1400000US06037294110,3889,361,589,224,349,212,35,39,0,14,198,122,0,14,0,14,7,12,0,14,7,12,3300,351,1103,349,0,14,0,14,97,155,0,14,1203,449,897,335,815,338,82,66
1400000US06037294120,2403,664,250,130,10,17,117,126,6,11,102,82,0,14,15,25,0,14,0,14,0,14,2153,711,1558,732,0,14,42,59,0,14,0,14,305,146,248,162,203,148,45,47
1400000US06037294200,4139,660,527,268,282,198,0,14,0,14,229,174,0,14,0,14,16,21,0,14,16,21,3612,680,1314,431,13,20,133,110,0,14,0,14,1314,585,838,332,716,321,122,100
1400000US06037294301,2685,356,407,160,153,92,3,4,0,14,217,124,0,14,0,14,34,36,0,14,34,36,2278,387,1062,237,0,14,27,28,0,14,0,14,733,320,456,265,411,263,45,46
1400000US06037294302,4435,566,585,334,100,54,129,172,0,14,324,304,0,14,0,14,32,32,0,14,32,32,3850,674,2157,714,0,14,64,65,13,20,0,14,1114,445,502,250,402,245,100,80
1400000US06037294410,5023,726,2655,353,545,152,1116,280,0,19,775,276,55,105,0,19,164,119,0,19,164,119,2368,713,385,220,0,19,139,186,0,19,0,19,812,358,1032,613,637,569,395,253
1400000US06037294421,2410,604,996,332,258,94,164,132,0,14,390,180,0,14,0,14,184,143,146,137,38,33,1414,549,479,523,8,12,7,10,0,14,0,14,470,219,450,263,413,257,37,32
1400000US06037294510,4269,878,566,200,214,144,56,47,0,14,296,197,0,14,0,14,0,14,0,14,0,14,3703,901,2243,849,0,14,134,207,13,21,0,14,696,295,617,377,596,375,21,31
1400000US06037294520,3493,396,174,110,61,56,60,84,13,13,37,40,0,14,0,14,3,6,0,14,3,6,3319,416,1969,456,0,14,47,54,26,29,0,14,932,340,345,203,344,203,1,3
1400000US06037294610,4312,790,540,356,133,72,0,14,0,14,177,198,204,293,0,14,26,32,8,12,18,30,3772,851,1739,889,0,14,40,65,6,9,0,14,1005,390,982,391,952,390,30,49
1400000US06037294620,3810,637,300,252,49,50,168,228,52,82,31,50,0,14,0,14,0,14,0,14,0,14,3510,642,1951,652,21,33,31,51,4,6,0,14,534,217,969,387,821,311,148,242
1400000US06037294701,2987,379,343,108,129,80,156,95,0,14,43,45,0,14,0,14,15,36,0,14,15,36,2644,393,1628,449,0,14,131,148,0,14,0,14,624,328,261,153,250,154,11,11
1400000US06037294810,3991,451,162,100,49,42,35,44,0,14,7,11,14,21,40,60,17,22,0,14,17,22,3829,452,2568,667,0,14,0,14,6,11,0,14,747,438,508,353,508,353,0,14
1400000US06037294820,3279,469,117,84,22,23,7,12,0,14,88,86,0,14,0,14,0,14,0,14,0,14,3162,470,2058,483,0,14,42,58,0,14,0,14,756,279,306,163,262,151,44,57
1400000US06037294830,3706,765,351,190,166,161,82,76,54,59,36,32,0,14,0,14,13,18,0,14,13,18,3355,735,2455,797,0,14,11,20,50,70,0,14,450,221,389,242,272,181,117,145
1400000US06037294900,3902,521,534,130,91,54,443,136,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3368,498,2196,598,14,23,0,14,0,14,0,14,870,357,288,180,265,180,23,33
1400000US06037295103,4897,670,3595,554,2490,547,180,120,0,14,569,221,0,14,0,14,356,191,68,79,288,179,1302,475,641,415,0,14,48,56,0,14,0,14,125,96,488,220,447,205,41,62
1400000US06037296210,3355,674,700,196,253,166,162,109,9,14,59,56,0,14,0,14,217,115,50,49,167,100,2655,692,769,550,0,14,114,108,0,14,0,14,907,471,865,263,753,241,112,96
1400000US06037296220,3924,502,1588,288,388,219,681,294,0,14,441,185,0,14,0,14,78,83,0,14,78,83,2336,488,658,349,120,111,0,14,27,34,0,14,1265,489,266,196,266,196,0,14
1400000US06037296300,5111,764,2824,603,1491,558,169,122,0,19,841,377,0,19,24,49,299,169,69,67,230,150,2287,611,657,635,10,18,42,46,4,6,3,6,443,278,1128,402,1066,402,62,61
1400000US06037296401,3120,490,2076,423,1591,315,276,271,8,10,140,83,0,14,0,14,61,45,12,16,49,40,1044,331,369,198,0,14,0,14,0,14,0,14,302,223,373,158,357,153,16,19
1400000US06037296402,3247,442,1805,410,1247,295,34,33,0,14,349,228,31,48,0,14,144,141,8,12,136,141,1442,319,389,219,8,17,11,20,45,57,0,14,323,156,666,328,510,283,156,206
1400000US06037296500,3756,519,671,231,455,206,115,91,0,14,5,11,32,45,21,32,43,42,18,30,25,29,3085,480,401,192,0,14,31,39,4,12,0,14,1934,547,715,324,684,324,31,37
1400000US06037296600,5319,731,1895,636,858,430,339,203,0,19,312,233,57,89,0,19,329,316,239,331,90,86,3424,717,1011,603,46,71,38,37,0,19,0,19,1520,566,809,341,716,337,93,79
1400000US06037296901,4661,881,1308,253,810,216,177,133,0,14,69,42,0,14,92,85,160,171,0,14,160,171,3353,833,1473,964,0,14,96,84,40,45,0,14,1080,394,664,360,623,357,41,47
1400000US06037296902,4306,539,1576,309,1038,282,75,66,0,14,257,128,0,14,118,161,88,81,18,37,70,84,2730,455,904,392,0,14,157,156,0,14,0,14,761,350,908,395,851,397,57,146
1400000US06037297001,1522,157,1166,178,958,204,0,14,0,14,72,50,9,17,3,5,124,132,0,14,124,132,356,108,27,23,0,14,0,14,0,14,0,14,56,53,273,132,256,134,17,21
1400000US06037297002,4267,712,2748,735,2044,682,10,15,57,81,246,139,0,14,120,181,271,157,22,24,249,158,1519,334,362,173,0,14,89,114,35,43,0,14,413,236,620,254,499,267,121,126
1400000US06037297110,4693,684,1723,263,949,286,259,133,0,14,111,108,57,70,58,49,289,151,22,34,267,152,2970,693,1713,730,0,14,26,54,19,21,13,21,592,244,607,264,490,243,117,132
1400000US06037297120,3519,486,1101,224,671,217,211,157,0,14,64,56,31,132,0,14,124,91,25,43,99,80,2418,485,863,493,0,14,22,23,0,14,0,14,654,370,879,420,865,419,14,21
1400000US06037297201,3768,558,1601,368,1004,335,212,177,10,19,254,131,0,14,11,19,110,66,43,45,67,51,2167,482,1327,537,0,14,18,23,13,39,0,14,455,206,354,212,293,206,61,60
1400000US06037297202,4238,673,2199,527,1775,519,188,188,9,14,150,158,0,14,13,22,64,58,0,14,64,58,2039,467,563,366,8,13,19,30,13,21,0,14,306,159,1130,312,891,301,239,223
1400000US06037297300,2081,271,1473,217,1253,231,72,52,0,14,63,52,0,14,0,14,85,65,0,14,85,65,608,206,203,139,0,14,17,28,27,29,0,14,130,94,231,115,112,67,119,81
1400000US06037297400,3695,423,2890,400,2166,424,44,51,0,14,330,150,0,14,68,98,282,210,212,199,70,46,805,222,67,70,0,14,10,15,0,14,0,14,53,58,675,208,543,228,132,105
1400000US06037297501,2697,574,1673,261,1238,257,39,49,14,23,203,120,0,14,0,14,179,87,7,12,172,87,1024,499,210,223,0,14,22,43,0,14,0,14,137,97,655,602,556,588,99,107
1400000US06037297502,2426,303,1666,248,1197,291,67,88,0,14,188,170,0,14,6,9,208,131,16,24,192,136,760,262,118,116,0,14,106,79,14,49,0,14,152,135,370,209,230,189,140,144
1400000US06037297601,3579,569,2045,357,1502,350,172,143,0,14,123,168,112,119,0,14,136,134,0,14,136,134,1534,649,338,242,65,106,15,21,0,14,0,14,122,100,994,581,915,580,79,99
1400000US06037297602,3540,422,1946,304,1367,220,118,87,0,14,227,152,0,14,59,64,175,132,43,51,132,127,1594,327,458,194,0,14,0,14,142,139,0,14,544,255,450,247,415,243,35,38
1400000US06037300100,6148,611,5509,674,3359,565,0,19,0,19,1710,392,0,19,60,96,380,260,171,185,209,167,639,282,46,53,0,19,0,19,0,19,0,19,202,245,391,179,353,169,38,44
1400000US06037300200,5697,616,4319,569,2414,445,70,69,0,19,1588,426,0,19,17,27,230,142,31,35,199,143,1378,576,488,355,0,19,15,22,6,13,0,19,382,301,487,335,467,331,20,26
1400000US06037300301,5914,816,5552,825,3841,818,90,124,0,19,1280,211,0,19,0,19,341,181,44,70,297,166,362,114,19,26,0,19,0,19,0,19,0,19,256,96,87,94,51,74,36,45
1400000US06037300400,5486,929,4553,881,2040,336,26,32,0,19,1660,466,0,19,0,19,827,730,541,732,286,139,933,342,124,121,21,59,27,36,0,19,0,19,389,174,372,304,372,304,0,19
1400000US06037300501,2774,417,2252,358,1121,274,0,14,19,31,1056,351,0,14,22,29,34,40,0,14,34,40,522,304,89,126,0,14,0,14,0,14,0,14,361,282,72,46,59,45,13,20
1400000US06037300503,5041,963,4010,1012,2371,507,1,2,164,199,859,229,0,19,34,53,581,696,42,64,539,694,1031,300,70,57,0,19,0,19,50,52,0,19,372,230,539,273,465,236,74,89
1400000US06037300601,5617,952,4838,1017,2891,985,94,96,0,19,1684,433,4,10,41,42,124,79,9,16,115,77,779,300,150,180,0,19,155,144,0,19,0,19,204,138,270,173,221,174,49,43
1400000US06037300602,3177,398,2620,455,2268,458,9,22,0,14,259,149,18,30,0,14,66,55,25,30,41,47,557,282,25,25,0,14,0,14,0,14,0,14,99,71,433,275,139,120,294,232
1400000US06037300701,5444,650,5039,649,3480,582,0,19,0,19,322,163,0,19,0,19,1237,724,323,246,914,660,405,122,109,71,0,19,0,19,22,36,0,19,30,50,244,140,244,140,0,19
1400000US06037300702,5806,733,5403,727,4765,658,0,19,0,19,482,202,0,19,0,19,156,118,0,19,156,118,403,330,164,258,0,19,14,22,0,19,0,19,38,64,187,126,138,92,49,61
1400000US06037300800,7387,1365,6226,1376,4562,914,63,74,0,19,778,229,0,19,14,21,809,786,30,50,779,786,1161,439,107,151,53,92,36,58,0,19,0,19,242,153,723,362,644,361,79,79
1400000US06037300901,5478,651,5103,661,3575,529,226,289,0,19,954,290,27,48,64,89,257,175,20,28,237,171,375,126,176,133,0,19,0,19,0,19,0,19,0,19,199,148,199,148,0,19
1400000US06037300902,2051,433,1862,426,1390,408,14,16,0,14,382,153,0,14,0,14,76,71,27,28,49,71,189,85,12,17,0,14,0,14,4,7,0,14,47,42,126,63,104,56,22,27
1400000US06037301000,5390,771,4570,784,3504,731,38,50,0,19,668,280,0,19,105,154,255,299,0,19,255,299,820,309,130,114,14,25,0,19,0,19,0,19,457,200,219,194,122,133,97,114
1400000US06037301100,6912,987,6453,967,5545,1009,14,23,0,19,600,183,0,19,0,19,294,325,0,19,294,325,459,180,0,19,0,19,88,113,0,19,0,19,188,112,183,101,105,88,78,86
1400000US06037301203,3794,443,3518,444,2906,490,37,54,0,14,364,130,0,14,25,39,186,127,0,14,186,127,276,130,19,22,0,14,0,14,0,14,0,14,136,92,121,96,113,95,8,14
1400000US06037301204,4967,662,4065,635,3161,714,49,55,0,14,765,376,0,14,0,14,90,81,0,14,90,81,902,462,184,119,11,23,0,14,0,14,0,14,322,239,385,350,325,336,60,97
1400000US06037301205,2154,359,2061,368,1784,354,0,14,0,14,158,126,0,14,0,14,119,86,0,14,119,86,93,64,32,29,0,14,0,14,0,14,0,14,23,30,38,29,38,29,0,14
1400000US06037301206,4998,1063,4368,1037,3456,1025,88,97,0,14,694,180,0,14,0,14,130,89,42,63,88,68,630,320,69,58,0,14,0,14,9,14,0,14,313,289,239,160,229,162,10,16
1400000US06037301300,2061,323,1911,329,1730,323,10,10,0,14,106,65,0,14,0,14,65,37,27,32,38,25,150,62,28,26,0,14,0,14,0,14,0,14,16,15,106,52,92,46,14,19
1400000US06037301400,3967,551,3592,553,3064,530,0,14,0,14,233,113,55,87,0,14,240,190,123,157,117,117,375,178,70,68,0,14,46,72,9,15,0,14,118,94,132,91,116,81,16,29
1400000US06037301501,1696,322,1397,313,1196,329,0,14,0,14,122,86,18,48,50,67,11,20,0,14,11,20,299,172,0,14,0,14,0,14,6,14,0,14,110,93,183,152,174,152,9,14
1400000US06037301502,7498,982,6772,890,6119,901,33,52,0,19,286,152,0,19,0,19,334,319,22,35,312,326,726,449,90,83,0,19,168,213,0,19,0,19,246,318,222,215,144,199,78,88
1400000US06037301601,5513,717,4398,623,4006,634,40,48,0,19,305,171,0,19,0,19,47,55,0,19,47,55,1115,603,210,236,0,19,0,19,45,55,0,19,764,498,96,89,96,89,0,19
1400000US06037301602,3597,542,1966,480,1271,224,72,53,32,31,248,86,0,14,35,52,308,447,11,15,297,447,1631,330,325,261,0,14,109,156,0,14,0,14,890,252,307,157,285,155,22,20
1400000US06037301701,2702,440,2284,411,1554,390,41,57,0,14,614,264,0,14,0,14,75,92,0,14,75,92,418,181,0,14,0,14,0,14,4,8,0,14,276,118,138,93,138,93,0,14
1400000US06037301702,5795,888,4218,768,3157,725,129,150,0,19,822,318,18,56,18,28,74,66,0,19,74,66,1577,704,148,130,0,19,0,19,0,19,0,19,874,665,555,285,481,276,74,89
1400000US06037301801,6185,486,5505,523,4082,549,58,72,0,19,1091,244,0,19,139,106,135,100,0,19,135,100,680,404,71,59,5,9,0,19,12,22,0,19,451,345,141,91,107,70,34,38
1400000US06037301802,5752,738,4501,627,3018,585,370,251,0,19,796,411,0,19,124,134,193,115,75,92,118,71,1251,565,234,262,56,92,71,76,0,19,0,19,615,451,275,297,260,296,15,26
1400000US06037301901,3949,494,3340,635,2940,661,51,50,0,14,274,114,0,14,0,14,75,69,0,14,75,69,609,305,27,44,0,14,0,14,109,124,0,14,380,283,93,76,81,74,12,21
1400000US06037301902,3358,760,3036,763,2391,803,9,21,0,14,497,301,0,14,0,14,139,142,0,14,139,142,322,89,47,60,0,14,0,14,14,22,0,14,199,126,62,73,62,73,0,14
1400000US06037302002,3829,617,2463,531,1893,493,19,23,0,14,463,193,22,35,0,14,66,61,0,14,66,61,1366,609,58,70,0,14,0,14,9,17,0,14,893,464,406,340,406,340,0,14
1400000US06037302003,3715,582,3312,530,2753,483,0,14,0,14,343,152,0,14,0,14,216,233,0,14,216,233,403,238,145,189,0,14,0,14,0,14,0,14,171,134,87,69,78,67,9,14
1400000US06037302004,3872,625,2947,477,2456,496,56,62,0,14,398,83,0,14,0,14,37,37,23,34,14,16,925,398,319,339,0,14,67,77,0,14,0,14,416,267,123,102,123,102,0,14
1400000US06037302102,5819,907,4291,800,3287,842,147,173,0,19,731,170,0,19,0,19,126,81,0,19,126,81,1528,461,335,320,0,19,119,137,0,19,0,19,651,229,423,274,339,232,84,132
1400000US06037302103,5115,816,3740,536,3308,610,1,4,0,19,318,191,0,19,0,19,113,106,0,19,113,106,1375,563,26,37,0,19,76,64,0,19,0,19,1115,558,158,125,150,128,8,15
1400000US06037302104,3510,387,2579,414,1596,382,134,88,0,14,761,245,4,9,0,14,84,68,0,14,84,68,931,275,44,71,0,14,11,18,6,9,0,14,617,266,253,117,188,118,65,51
1400000US06037302201,3381,429,2856,382,2221,393,27,46,22,33,310,144,0,14,155,149,121,66,42,39,79,63,525,165,52,53,7,12,6,10,0,14,0,14,382,162,78,69,71,68,7,13
1400000US06037302202,4946,822,3812,821,3233,853,95,84,11,14,403,151,28,39,10,15,32,29,0,14,32,29,1134,246,172,189,22,24,19,29,0,14,0,14,730,213,191,145,155,131,36,48
1400000US06037302301,3654,354,2913,378,1943,355,179,120,0,14,500,185,0,14,116,116,175,113,38,57,137,89,741,238,27,31,0,14,0,14,0,14,0,14,598,214,116,92,116,92,0,14
1400000US06037302302,5134,1018,2922,509,2144,531,95,51,0,19,683,227,0,19,0,19,0,19,0,19,0,19,2212,844,57,44,0,19,0,19,0,19,0,19,1447,695,708,594,649,589,59,58
1400000US06037302401,6728,798,4904,750,3342,796,68,60,8,13,1369,570,0,19,35,41,82,92,33,53,49,75,1824,730,143,144,0,19,14,30,0,19,0,19,1195,653,472,352,339,329,133,121
1400000US06037302503,3935,474,2896,432,2209,445,13,21,14,20,500,146,0,14,87,111,73,54,42,47,31,24,1039,300,77,82,0,14,0,14,0,14,0,14,873,319,89,68,89,68,0,14
1400000US06037302504,3295,427,1978,426,1568,438,27,27,0,14,279,207,0,14,27,44,77,65,9,15,68,62,1317,326,45,41,0,14,26,33,0,14,0,14,1083,314,163,116,163,116,0,14
1400000US06037302505,3962,753,2907,788,2073,616,116,182,0,14,687,409,6,13,21,33,4,3,0,14,4,3,1055,253,138,114,19,30,44,75,16,23,0,14,622,240,216,125,204,124,12,19
1400000US06037302506,3205,606,2457,601,2088,572,46,42,0,14,180,101,0,14,31,46,112,100,0,14,112,100,748,215,117,94,0,14,16,25,0,14,0,14,499,182,116,104,107,99,9,15
1400000US06037310100,5968,923,5369,910,4255,973,304,308,43,64,555,417,0,19,0,19,212,174,0,19,212,174,599,354,82,93,35,48,22,44,0,19,0,19,103,143,357,247,171,142,186,210
1400000US06037310201,5063,887,4300,820,3182,589,83,95,0,19,461,270,0,19,463,645,111,69,23,28,88,67,763,570,61,79,15,27,40,45,0,19,0,19,476,551,171,137,149,121,22,34
1400000US06037310202,4684,497,4025,588,3009,586,120,75,7,13,469,257,0,14,233,176,187,123,0,14,187,123,659,268,80,62,86,104,0,14,0,14,0,14,181,135,312,166,198,133,114,116
1400000US06037310300,2986,498,2775,512,2026,523,0,14,0,14,473,226,0,14,45,70,231,133,16,25,215,131,211,115,0,14,0,14,0,14,18,28,0,14,13,19,180,99,154,97,26,39
1400000US06037310400,3609,781,2965,756,2007,308,131,137,13,23,285,90,0,14,0,14,529,583,15,28,514,580,644,128,229,156,0,14,6,10,0,14,0,14,156,99,253,129,238,125,15,21
1400000US06037310501,3582,519,1595,346,1069,301,207,105,0,14,189,172,16,24,0,14,114,79,10,17,104,76,1987,411,63,81,0,14,44,57,0,14,0,14,832,310,1048,433,976,426,72,66
1400000US06037310601,6426,1061,4840,1180,3033,815,789,933,0,19,795,374,0,19,19,30,204,105,42,43,162,100,1586,570,335,290,0,19,93,110,0,19,0,19,601,383,557,320,463,304,94,112
1400000US06037310602,2651,374,2310,405,1824,416,11,31,0,14,323,193,0,14,30,47,122,83,10,18,112,82,341,197,53,78,0,14,0,14,0,14,0,14,122,90,166,159,152,156,14,23
1400000US06037310701,2315,368,1778,371,1499,377,124,97,0,14,93,81,0,14,11,13,51,45,0,14,51,45,537,179,66,90,25,38,0,14,0,14,0,14,302,143,144,87,84,68,60,45
1400000US06037310703,5129,903,4021,924,3491,993,0,19,0,19,452,339,0,19,12,19,66,57,0,19,66,57,1108,368,304,287,0,19,0,19,17,34,0,19,556,428,231,162,172,142,59,71
1400000US06037310704,4516,461,3645,470,2680,482,152,170,73,90,488,177,0,14,0,14,252,258,78,86,174,242,871,229,1,2,0,14,4,7,94,143,0,14,354,205,418,187,401,183,17,26
1400000US06037310705,2404,662,2317,668,1185,200,150,191,0,14,831,641,0,14,63,91,88,73,0,14,88,73,87,90,25,39,0,14,0,14,0,14,0,14,62,79,0,14,0,14,0,14
1400000US06037310800,5205,740,4131,761,2984,630,142,119,0,19,720,460,0,19,0,19,285,192,81,141,204,143,1074,404,61,56,0,19,0,19,49,74,0,19,648,429,316,244,277,234,39,40
1400000US06037310900,6720,733,4488,563,2873,401,4,7,0,19,1239,473,0,19,7,11,365,215,33,53,332,207,2232,612,361,258,0,19,0,19,0,19,0,19,945,503,926,569,844,558,82,103
1400000US06037311000,3768,448,2482,353,1581,361,83,113,0,14,596,246,0,14,0,14,222,136,43,46,179,125,1286,341,102,87,26,33,23,37,32,35,0,14,357,220,746,336,738,336,8,13
1400000US06037311100,3923,642,2724,540,1929,516,39,48,0,14,676,246,0,14,0,14,80,58,0,14,80,58,1199,295,296,184,0,14,27,40,0,14,0,14,424,147,452,221,377,200,75,83
1400000US06037311200,3118,703,2010,699,1694,625,28,35,0,14,142,99,0,14,44,61,102,75,17,19,85,73,1108,199,81,71,0,14,85,82,0,14,0,14,694,240,248,165,146,116,102,107
1400000US06037311300,3776,575,2776,326,2147,289,37,60,28,42,300,138,0,14,0,14,264,150,131,135,133,69,1000,451,207,139,0,14,0,14,17,24,0,14,158,107,618,435,573,438,45,50
1400000US06037311400,2408,374,2014,372,1599,299,214,294,0,14,166,86,0,14,2,5,33,29,7,12,26,25,394,179,72,67,0,14,0,14,0,14,0,14,56,37,266,167,266,167,0,14
