GEO_ID,B19013_E001,B19013_M001
1400000US06037551201,80833,24503
1400000US06037551203,91845,41967
1400000US06037551204,72531,14755
1400000US06037551300,71741,17396
1400000US06037551401,97463,40087
1400000US06037551402,94643,23346
1400000US06037551501,101094,29032
1400000US06037551502,95655,18085
1400000US06037551700,87471,26454
1400000US06037551801,96090,14048
1400000US06037551802,85772,11094
1400000US06037551900,111020,33959
1400000US06037552001,103006,18107
1400000US06037552002,105750,15736
1400000US06037552100,77350,11035
1400000US06037552200,66827,11089
1400000US06037552301,86125,19355
1400000US06037552302,81705,39295
1400000US06037552400,80217,15499
1400000US06037552601,97946,16751
1400000US06037552602,115227,12822
1400000US06037552700,106250,15381
1400000US06037552800,117935,20717
1400000US06037552900,83365,11302
1400000US06037553000,147083,48324
1400000US06037553100,109401,16406
1400000US06037553201,100357,15905
1400000US06037553202,93295,49755
1400000US06037553300,102336,8177
1400000US06037553400,111400,19495
1400000US06037553502,80348,13275
1400000US06037553503,59375,9256
1400000US06037553504,81984,22114
1400000US06037553601,69655,13414
1400000US06037553602,93190,14386
1400000US06037553701,71250,9923
1400000US06037553702,66570,12724
1400000US06037553801,66250,18948
1400000US06037553802,64875,18864
1400000US06037553901,87683,12279
1400000US06037553902,77548,10544
1400000US06037554001,89959,9938
1400000US06037554002,83953,41532
1400000US06037554101,70087,9672
1400000US06037554105,48553,10888
1400000US06037554106,85000,24151
1400000US06037554201,94457,27732
1400000US06037554203,72083,24392
1400000US06037554204,41750,15066
1400000US06037554301,85694,18883
1400000US06037554302,73882,19341
1400000US06037554403,70736,15327
1400000US06037554404,75972,20370
1400000US06037554405,49342,19623
1400000US06037554406,89562,22738
1400000US06037554511,146250,37895
1400000US06037554512,181179,26856
1400000US06037554513,143594,37023
1400000US06037554514,146946,12858
1400000US06037554515,89161,11468
1400000US06037554516,165357,42479
1400000US06037554517,136435,16872
1400000US06037554518,117120,20906
1400000US06037554519,115058,22187
1400000US06037554521,122148,13244
1400000US06037554522,122243,40848
1400000US06037554600,101563,35475
1400000US06037554700,119688,24422
1400000US06037554801,113047,29872
1400000US06037554802,109000,20044
1400000US06037554900,91471,14097
1400000US06037555001,92967,17619
1400000US06037555002,88285,29452
1400000US06037555105,108199,16746
1400000US06037555106,49041,18322
1400000US06037555107,84222,8418
1400000US06037555202,144583,28126
1400000US06037555211,90962,22574
1400000US06037555212,79078,15685
1400000US06037555300,114698,40323
1400000US06037570001,137500,36438
1400000US06037570002,127321,25974
1400000US06037570003,126389,17369
1400000US06037570100,113478,4708
1400000US06037570202,72702,32102
1400000US06037570203,57094,26302
1400000US06037570204,77609,17507
1400000US06037570303,64848,6402
1400000US06037570304,64188,18216
1400000US06037570305,67545,12367
1400000US06037570306,108368,40446
1400000US06037570402,103953,17622
1400000US06037570403,69391,7167
1400000US06037570404,80505,8648
1400000US06037570502,102222,27974
1400000US06037570503,87960,17797
1400000US06037570504,92375,11142
1400000US06037570601,98783,15602
1400000US06037570602,86645,24091
1400000US06037570603,46339,5320
1400000US06037570701,101975,21553
1400000US06037570703,116974,24332
1400000US06037570800,130625,16244
1400000US06037570901,121071,14310
1400000US06037570902,147063,26311
1400000US06037571000,132196,16094
1400000US06037571101,130982,18466
1400000US06037571102,140574,20248
1400000US06037571201,179148,63323
1400000US06037571202,104821,35493
1400000US06037571300,136806,28656
1400000US06037571400,120588,19984
1400000US06037571502,102981,8966
1400000US06037571504,89880,40137
1400000US06037571505,95871,9512
1400000US06037571600,31402,8039
1400000US06037571701,81867,12603
1400000US06037571703,67750,23982
1400000US06037571704,63021,10131
1400000US06037571800,131204,45711
1400000US06037571900,165625,32749
1400000US06037572001,130929,34148
1400000US06037572201,89545,19242
1400000US06037572202,138134,33718
1400000US06037572301,103576,26719
1400000US06037572500,58354,21430
1400000US06037572600,121746,24392
1400000US06037572700,89375,10182
1400000US06037573002,62066,18116
1400000US06037573003,97375,29085
1400000US06037573004,65294,13319
1400000US06037573101,64194,24960
1400000US06037573102,99547,12575
1400000US06037573201,54953,12372
1400000US06037573202,89613,17848
1400000US06037573300,57115,13439
1400000US06037573401,87708,24079
1400000US06037573402,84831,35056
1400000US06037573403,141950,44585
1400000US06037573601,134436,22852
1400000US06037573700,154266,16480
1400000US06037573800,135434,23580
1400000US06037573902,155724,24101
1400000US06037574000,140320,9000
1400000US06037574100,135774,16811
1400000US06037574201,134821,40270
1400000US06037574202,123782,7810
1400000US06037574300,119009,27502
1400000US06037574400,130455,33936
1400000US06037574500,161653,50639
1400000US06037574602,158500,24188
1400000US06037574800,108321,28895
1400000US06037574901,140144,34952
1400000US06037574902,88871,12833
1400000US06037575001,96677,30635
1400000US06037575002,102083,11748
1400000US06037575101,65181,14384
1400000US06037575102,55278,15414
1400000US06037575103,59259,7219
1400000US06037575201,54327,5975
1400000US06037575202,63661,21698
1400000US06037575300,45481,10374
1400000US06037575401,50852,11778
1400000US06037575402,72623,7048
1400000US06037575801,48696,17566
1400000US06037575802,60863,4841
1400000US06037575803,25268,8961
1400000US06037575901,51297,22959
1400000US06037575902,60904,12238
1400000US06037576001,105933,9152
1400000US06037576200,63250,12575
1400000US06037576301,67594,20812
1400000US06037576302,54095,25570
1400000US06037576401,63860,30804
1400000US06037576402,55313,12846
1400000US06037576403,74356,12758
1400000US06037576501,46172,22725
1400000US06037576502,82569,19013
1400000US06037576503,69345,11329
1400000US06037576601,76560,14078
1400000US06037576602,86916,15473
1400000US06037576700,104483,19750
1400000US06037576801,78627,24124
1400000US06037576802,100871,20378
1400000US06037576901,68422,7598
1400000US06037576903,75302,9527
1400000US06037576904,72442,12020
1400000US06037577000,85020,24218
1400000US06037577100,97094,19315
1400000US06037577200,109805,3464
1400000US06037577300,108548,16283
1400000US06037577400,137098,24508
1400000US06037577501,134896,39281
1400000US06037577504,101938,34847
1400000US06037577602,110964,16847
1400000US06037577604,107195,14161
1400000US06037577605,168750,59385
1400000US06037577606,140792,10632
1400000US06037577700,98125,17987
1400000US06037577800,121250,31774
1400000US06037577900,81528,25992
1400000US06037578000,58504,19914
1400000US06037578100,-666666666,-222222222
1400000US06037599000,101288,27437
1400000US06037599100,118882,4156
1400000US06037600100,56102,12506
1400000US06037600201,64583,22148
1400000US06037600202,33134,15591
1400000US06037600302,76288,18352
1400000US06037600303,35573,11914
1400000US06037600304,61378,5582
1400000US06037600400,41726,27918
1400000US06037600501,95645,20956
1400000US06037600601,103333,26579
1400000US06037600602,66541,6997
1400000US06037600702,116071,25924
1400000US06037600703,92826,22022
1400000US06037600704,79630,16740
1400000US06037600801,139494,45726
1400000US06037600802,69018,23397
1400000US06037600902,64163,13467
1400000US06037600911,75167,25013
1400000US06037600912,77637,8300
1400000US06037601001,64650,24560
1400000US06037601002,62986,23297
1400000US06037601100,61563,8198
1400000US06037601202,88750,18078
1400000US06037601211,52788,24843
1400000US06037601212,61023,18430
1400000US06037601301,126307,29538
1400000US06037601302,78608,5724
1400000US06037601303,43010,15955
1400000US06037601401,62042,13578
1400000US06037601402,82917,27204
1400000US06037601501,52708,12648
1400000US06037601502,66801,24856
1400000US06037601600,51250,41870
1400000US06037601700,52938,14062
1400000US06037601801,57098,14006
1400000US06037601802,85590,17905
1400000US06037601900,68518,9248
1400000US06037602002,82770,16731
1400000US06037602003,77736,10551
1400000US06037602103,56660,10083
1400000US06037602104,71959,17772
1400000US06037602105,64276,13127
1400000US06037602106,84431,9950
1400000US06037602201,141857,19572
1400000US06037602202,81719,26844
1400000US06037602301,130163,26548
1400000US06037602302,176066,17749
1400000US06037602402,102917,23703
1400000US06037602403,74883,18089
1400000US06037602404,56165,11362
1400000US06037602504,64984,19849
1400000US06037602505,66250,13306
1400000US06037602506,76826,16072
1400000US06037602507,51446,9596
1400000US06037602510,47231,14177
1400000US06037602511,57625,19125
1400000US06037602512,83920,13525
1400000US06037602513,66406,20436
1400000US06037602601,104125,30871
1400000US06037602602,57708,40712
1400000US06037602700,114702,38778
1400000US06037602801,55329,32732
1400000US06037602802,97961,18869
1400000US06037602900,106083,14066
1400000US06037603004,76696,21191
1400000US06037603005,75459,12426
1400000US06037603006,73242,18639
1400000US06037603007,80035,27960
1400000US06037603008,74280,13476
1400000US06037603101,98017,27725
1400000US06037603102,68300,9812
1400000US06037603200,111711,9927
1400000US06037603301,75217,13737
1400000US06037603302,88889,25356
1400000US06037603400,96508,15372
1400000US06037603500,84712,12606
1400000US06037603600,96932,21002
1400000US06037603702,111845,28324
1400000US06037603703,131023,31358
1400000US06037603705,76622,13523
1400000US06037603706,69476,11045
1400000US06037603801,69706,17293
1400000US06037603802,86744,18242
1400000US06037603901,133378,18904
1400000US06037603902,77199,36399
1400000US06037604001,79167,24041
1400000US06037604002,85967,12547
1400000US06037604101,72051,18952
1400000US06037604102,87891,29714
1400000US06037604200,75880,16175
1400000US06037609900,91429,17841
1400000US06037620001,164141,15213
1400000US06037620002,150458,20164
1400000US06037620101,123261,33720
1400000US06037620102,158816,29903
1400000US06037620201,196563,85921
1400000US06037620301,241250,64972
1400000US06037620303,217083,72319
1400000US06037620305,211158,50610
1400000US06037620400,172188,45282
1400000US06037620501,182560,35262
1400000US06037620521,126071,32283
1400000US06037620522,138617,45944
1400000US06037620601,132416,16204
1400000US06037620602,158000,41931
1400000US06037620701,205080,34718
1400000US06037620703,248207,45932
1400000US06037620704,194597,18775
1400000US06037620801,219188,40668
1400000US06037620802,191250,121620
1400000US06037620901,250001,-333333333
1400000US06037620904,212359,27532
1400000US06037621001,175699,34905
1400000US06037621005,156261,43824
1400000US06037621102,183958,39053
1400000US06037621104,145515,38839
1400000US06037621201,147083,45784
1400000US06037621204,98909,12159
1400000US06037621301,121763,32743
1400000US06037621324,120577,55368
1400000US06037621326,113646,34830
1400000US06037621400,173466,31695
1400000US06037650001,105573,30209
1400000US06037650003,96182,14723
1400000US06037650004,103800,26087
1400000US06037650101,100500,25275
1400000US06037650102,127628,7961
1400000US06037650200,150742,17748
1400000US06037650300,81885,23309
1400000US06037650401,142566,20306
1400000US06037650501,163750,53657
1400000US06037650502,150241,16909
1400000US06037650603,125417,26013
1400000US06037650604,69970,9255
1400000US06037650605,114531,22392
1400000US06037650606,87031,7429
1400000US06037650607,102049,12121
1400000US06037650701,163417,25253
1400000US06037650702,158493,21613
1400000US06037650801,146406,29050
1400000US06037650802,130532,15351
1400000US06037650901,104861,23809
1400000US06037650903,93643,14059
1400000US06037650904,126645,8411
1400000US06037651001,123191,26095
1400000US06037651002,119868,18256
1400000US06037651101,126535,9565
1400000US06037651102,84688,18488
1400000US06037651201,162875,50228
1400000US06037651221,99844,25129
1400000US06037651222,105276,12048
1400000US06037651302,150237,30930
1400000US06037651304,125945,23863
1400000US06037651401,88095,33343
1400000US06037651402,124053,19061
1400000US06037670001,98385,29281
1400000US06037670002,78241,12058
1400000US06037670003,92891,11357
1400000US06037670101,127094,44748
1400000US06037670102,97027,22011
1400000US06037670201,166806,34843
1400000US06037670202,208700,29759
1400000US06037670324,220644,58182
1400000US06037670326,250001,-333333333
1400000US06037670328,243269,48704
1400000US06037670405,183889,68502
1400000US06037670406,239792,39074
1400000US06037670407,158149,42459
1400000US06037670413,214625,36276
1400000US06037670416,169481,13731
1400000US06037670417,183389,34223
1400000US06037670418,192045,56980
1400000US06037670500,250001,-333333333
1400000US06037670603,198194,90922
1400000US06037670604,159962,41632
1400000US06037670701,176829,8560
1400000US06037670702,203409,32918
1400000US06037700101,89610,18081
1400000US06037700102,68036,22697
1400000US06037700200,97490,17449
1400000US06037700300,92778,15662
1400000US06037700400,101078,6695
1400000US06037700501,111885,45018
1400000US06037700502,113661,24248
1400000US06037700600,250001,-333333333
1400000US06037700700,250001,-333333333
1400000US06037700801,85443,12234
1400000US06037700802,121523,9537
1400000US06037700901,104250,22647
1400000US06037700902,89683,41902
1400000US06037701000,149211,63729
1400000US06037701201,190074,58473
1400000US06037701202,131992,28100
1400000US06037701302,130000,28125
1400000US06037701304,134185,19899
1400000US06037701402,84499,31734
1400000US06037701501,147068,49342
1400000US06037701502,122117,25512
1400000US06037701601,196042,41747
1400000US06037701602,96172,43035
1400000US06037701701,84344,15221
1400000US06037701702,80508,29403
1400000US06037701801,91445,23862
1400000US06037701802,96150,12045
1400000US06037701902,107583,22138
1400000US06037702002,103674,27054
1400000US06037702102,134571,41723
1400000US06037702201,114570,31898
1400000US06037702202,170040,65186
1400000US06037702300,121395,42469
1400000US06037702400,149345,54567
1400000US06037702501,157539,56549
1400000US06037702502,125076,37957
1400000US06037702600,110139,37809
1400000US06037702700,162188,39577
1400000US06037702801,89345,20723
1400000US06037702802,111061,9510
1400000US06037702803,132188,76688
1400000US06037702900,146623,17838
1400000US06037703002,165217,51966
1400000US06037703003,98912,7649
1400000US06037703100,133824,29990
1400000US06037703200,126761,25677
1400000US06037800101,198141,34727
1400000US06037800103,157386,65639
1400000US06037800104,148464,37238
1400000US06037800202,250001,-333333333
1400000US06037800204,220986,43889
1400000US06037800205,121348,12616
1400000US06037800206,250001,-333333333
1400000US06037800324,164289,43271
1400000US06037800325,167000,27799
1400000US06037800328,173125,117060
1400000US06037800333,107050,12830
1400000US06037800334,195332,24359
1400000US06037800335,169410,32526
1400000US06037800336,210821,31489
1400000US06037800337,83646,23030
1400000US06037800338,204139,25353
1400000US06037800406,239063,56814
1400000US06037800410,189028,37661
1400000US06037800411,198594,88952
1400000US06037800412,192500,76270
1400000US06037800504,182159,80535
1400000US06037800506,225729,68564
1400000US06037900102,45789,9612
1400000US06037900103,56551,8542
1400000US06037900104,64207,14997
1400000US06037900301,92024,64995
1400000US06037900501,84149,21939
1400000US06037900504,90175,11805
1400000US06037900505,79432,19188
1400000US06037900506,91359,25607
1400000US06037900508,83508,9877
1400000US06037900509,70053,13113
1400000US06037900510,67632,41088
1400000US06037900602,55550,5542
1400000US06037900606,49507,18477
1400000US06037900607,74729,17038
1400000US06037900608,79486,19699
1400000US06037900609,72070,17899
1400000US06037900610,43352,6675
1400000US06037900611,98591,11350
1400000US06037900701,60250,10995
1400000US06037900703,59589,11349
1400000US06037900704,70469,11559
1400000US06037900705,47130,20261
1400000US06037900804,45391,5347
1400000US06037900805,98750,11208
1400000US06037900806,26735,13553
1400000US06037900807,76510,8760
1400000US06037900808,83297,9300
1400000US06037900901,44747,18449
1400000US06037900902,72393,20099
1400000US06037901003,-666666666,-222222222
1400000US06037901007,89063,24528
1400000US06037901008,126906,22172
1400000US06037901009,99801,12872
1400000US06037901010,87232,17963
1400000US06037901011,86573,7993
1400000US06037901012,131250,18046
1400000US06037901013,125929,38491
1400000US06037901014,116615,26525
1400000US06037901101,103125,23853
1400000US06037901102,99420,23742
1400000US06037901209,65433,25176
1400000US06037901210,120977,27470
1400000US06037901214,119641,19930
1400000US06037901215,62121,18038
1400000US06037901216,143939,24301
1400000US06037901217,126250,39023
1400000US06037901218,157411,13793
1400000US06037901300,65398,36784
1400000US06037910002,71778,13689
1400000US06037910210,131676,6276
1400000US06037910211,208125,28849
1400000US06037910212,145938,34469
1400000US06037910213,142661,9980
1400000US06037910214,119615,26225
1400000US06037910215,99128,22629
1400000US06037910216,119505,39736
1400000US06037910217,130170,22934
1400000US06037910218,75625,19100
1400000US06037910301,116056,23193
1400000US06037910302,104722,28671
1400000US06037910401,87580,8835
1400000US06037910404,60542,12257
1400000US06037910405,43409,13237
1400000US06037910501,39403,8916
1400000US06037910502,39433,9875
1400000US06037910504,71007,15838
1400000US06037910505,65792,16983
1400000US06037910601,68661,30687
1400000US06037910602,63611,33469
1400000US06037910605,65411,18096
1400000US06037910606,81895,9293
1400000US06037910607,58839,11889
1400000US06037910608,70682,11148
1400000US06037910706,108563,19464
1400000US06037910707,72256,20094
1400000US06037910709,102566,24880
1400000US06037910712,96324,22472
1400000US06037910713,80764,13813
1400000US06037910714,79653,12434
1400000US06037910715,86250,23491
1400000US06037910716,86330,12135
1400000US06037910717,91333,21406
1400000US06037910718,105588,16658
1400000US06037910719,97792,24575
1400000US06037910720,59871,30704
1400000US06037910721,46136,28697
1400000US06037910804,155625,17002
1400000US06037910807,121010,14095
1400000US06037910808,120625,22911
1400000US06037910809,153088,31805
1400000US06037910810,152778,28532
1400000US06037910814,134250,25556
1400000US06037910815,95435,12470
1400000US06037911001,77381,16375
1400000US06037911100,68038,17270
1400000US06037920013,112083,29902
1400000US06037920015,184496,14863
1400000US06037920016,176591,36105
1400000US06037920017,140365,20537
1400000US06037920018,136719,27947
1400000US06037920020,99815,21872
1400000US06037920028,152468,42166
1400000US06037920029,113438,20206
1400000US06037920030,152042,20081
1400000US06037920031,80179,26424
1400000US06037920034,178125,49362
1400000US06037920035,103750,25497
1400000US06037920038,77669,8886
1400000US06037920039,140700,17736
1400000US06037920040,144915,45185
1400000US06037920041,129375,27165
1400000US06037920042,120130,10808
1400000US06037920043,162303,24776
1400000US06037920044,102796,15346
1400000US06037920045,149167,25238
1400000US06037920046,69534,19115
1400000US06037920047,74846,21479
1400000US06037920048,109482,12882
1400000US06037920049,198843,38430
1400000US06037920050,72713,23190
1400000US06037920102,85294,42700
1400000US06037920104,143269,37092
1400000US06037920106,137813,23672
1400000US06037920109,114469,11693
1400000US06037920110,131397,23041
1400000US06037920111,154925,8712
1400000US06037920112,124504,18415
1400000US06037920114,126422,39927
1400000US06037920115,109844,28475
1400000US06037920116,130000,26058
1400000US06037920118,146319,33938
1400000US06037920119,214417,46726
1400000US06037920120,228065,31444
1400000US06037920121,179006,30515
1400000US06037920200,-666666666,-222222222
1400000US06037920303,127045,38313
1400000US06037920312,90625,19705
1400000US06037920313,155833,27193
1400000US06037920314,143724,9958
1400000US06037920322,117150,33995
1400000US06037920326,133417,35630
1400000US06037920328,117692,40998
1400000US06037920329,117391,27971
1400000US06037920330,104117,9558
1400000US06037920331,126088,9739
1400000US06037920332,100729,13020
1400000US06037920334,110117,19218
1400000US06037920338,194342,31015
1400000US06037920339,164079,35540
1400000US06037920340,87448,25976
1400000US06037920341,63051,9017
1400000US06037920342,88657,25997
1400000US06037920343,85984,7431
1400000US06037930400,99750,23338
1400000US06037980001,-666666666,-222222222
1400000US06037980002,-666666666,-222222222
1400000US06037980003,-666666666,-222222222
1400000US06037980004,-666666666,-222222222
1400000US06037980005,-666666666,-222222222
1400000US06037980006,-666666666,-222222222
1400000US06037980007,-666666666,-222222222
1400000US06037980008,-666666666,-222222222
1400000US06037980009,-666666666,-222222222
1400000US06037980010,-666666666,-222222222
1400000US06037980011,-666666666,-222222222
1400000US06037980012,-666666666,-222222222
1400000US06037980013,-666666666,-222222222
1400000US06037980014,-666666666,-222222222
1400000US06037980015,79375,25264
1400000US06037980016,70667,13867
1400000US06037980017,-666666666,-222222222
1400000US06037980018,-666666666,-222222222
1400000US06037980019,-666666666,-222222222
1400000US06037980020,-666666666,-222222222
1400000US06037980021,-666666666,-222222222
1400000US06037980022,-666666666,-222222222
1400000US06037980023,-666666666,-222222222
1400000US06037980024,130598,61164
1400000US06037980025,80227,51787
1400000US06037980026,-666666666,-222222222
1400000US06037980028,-666666666,-222222222
1400000US06037980030,-666666666,-222222222
1400000US06037980031,-666666666,-222222222
1400000US06037980033,-666666666,-222222222
1400000US06037980034,-666666666,-222222222
1400000US06037980035,68603,22141
1400000US06037980036,159088,33160
1400000US06037980037,-666666666,-222222222
1400000US06037980038,-666666666,-222222222
1400000US06037980039,-666666666,-222222222
1400000US06037990100,-666666666,-222222222
1400000US06037990200,-666666666,-222222222
1400000US06037990300,-666666666,-222222222
